source_identifier,model,remote_files,parents,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,artist,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of
acwiley:366,Image,,collections:acwiley,0012_000458_000087 | cw011188 | acwiley:366 | record_spc_4875,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:440,Image,,collections:acwiley,0012_000458_000161 | cw0202174 | acwiley:440 | record_spc_4982,,,,,,Yearbook illustrations in ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:396,Image,,collections:acwiley,0012_000458_000117 | cw0116123 | acwiley:396 | record_spc_4918,,,,,,Pencil drawn architectural sketch,,"Architectural study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85006693 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:293,Image,,collections:acwiley,0012_000458_000014 | cw010215 | acwiley:293 | record_spc_4959,,,,,,Pencil drawn portrait study of man,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:445,Image,,collections:acwiley,0012_000458_000166 | cw0204179 | acwiley:445 | record_spc_4987,,,,,,Yearbook illustrations in ink: sports,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:331,Image,,collections:acwiley,0012_000458_000052 | cw010753 | acwiley:331 | record_spc_4841,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:456,Image,,collections:acwiley,0012_000458_000177 | cw0206186d | acwiley:456 | record_spc_4896,,,,,,Figure sketch in charcoal,,"Figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:421,Image,,collections:acwiley,0012_000458_000142 | cw0118149 | acwiley:421 | record_spc_4943,,,,,,Pencil drawn tents,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:450,Image,,collections:acwiley,0012_000458_000171 | cw0206185b | acwiley:450 | record_spc_4890,,,,,,Figure sketch in charcoal,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:290,Image,,collections:acwiley,0012_000458_000011 | cw010212 | acwiley:290 | record_spc_4956,,,,,,Pencil drawn portrait study of man,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:373,Image,,collections:acwiley,0012_000458_000094 | cw011295 | acwiley:373 | record_spc_4882,,,,,,Pencil figure drawing of a man,,"Group figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:452,Image,,collections:acwiley,0012_000458_000173 | cw0206185d | acwiley:452 | record_spc_4892,,,,,,Figure sketch in charcoal,,"Figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:313,Image,,collections:acwiley,0012_000458_000034 | cw010524 | acwiley:313 | record_spc_4823,,,,,,Pencil drawn figure drawing of woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:299,Image,,collections:acwiley,0012_000458_000020 | cw010321 | acwiley:299 | record_spc_4965,,,,,,Pencil drawn portrait study of a child,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:301,Image,,collections:acwiley,0012_000458_000022 | cw010434 | acwiley:301 | record_spc_4811,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:305,Image,,collections:acwiley,0012_000458_000026 | cw010438 | acwiley:305 | record_spc_4815,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:389,Image,,collections:acwiley,0012_000458_000110 | cw0115114 | acwiley:389 | record_spc_4911,,,,,,Pencil drawn pastoral landscape,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85074392 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:432,Image,,collections:acwiley,0012_000458_000153 | cw0202166 | acwiley:432 | record_spc_4974,,,,,,Yearbook illustrations in ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/lat,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:429,Image,,collections:acwiley,0012_000458_000150 | cw0201163 | acwiley:429 | record_spc_4971,,,,,,Yearbook illustrations in ink: academic,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:300,Image,,collections:acwiley,0012_000458_000021 | cw010433 | acwiley:300 | record_spc_4810,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:434,Image,,collections:acwiley,0012_000458_000155 | cw0202168 | acwiley:434 | record_spc_4976,,,,,,Yearbook illustrations in ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/lat,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:310,Image,,collections:acwiley,0012_000458_000031 | cw010443 | acwiley:310 | record_spc_4820,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:380,Image,,collections:acwiley,0012_000458_000101 | cw0113103 | acwiley:380 | record_spc_4902,,,,,,Pencil drawn nature study of dog,,"Canine figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85005283 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:398,Image,,collections:acwiley,0012_000458_000119 | cw0117125 | acwiley:398 | record_spc_4920,,,,,,Pencil drawn bookplate design,,"Bookplate design, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85015646 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng | http://id.loc.gov/vocabulary/iso639-2/lat,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:292,Image,,collections:acwiley,0012_000458_000013 | cw010214 | acwiley:292 | record_spc_4958,,,,,,Charcoal drawn portrait study of man,,"Portrait study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:338,Image,,collections:acwiley,0012_000458_000059 | cw010860 | acwiley:338 | record_spc_4848,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:332,Image,,collections:acwiley,0012_000458_000053 | cw010754 | acwiley:332 | record_spc_4842,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:316,Image,,collections:acwiley,0012_000458_000037 | cw010527 | acwiley:316 | record_spc_4826,,,,,,Pencil drawn figure drawing of woman standing,,"Standing figure study, pencil",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:352,Image,,collections:acwiley,0012_000458_000073 | cw011074 | acwiley:352 | record_spc_4862,,,,,,Pencil drawing of a decorative design,,"Decorative design, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85036229 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:298,Image,,collections:acwiley,0012_000458_000019 | cw010320 | acwiley:298 | record_spc_4964,,,,,,Pencil drawn portrait study of a child,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:415,Image,,collections:acwiley,0012_000458_000136 | cw0118142 | acwiley:415 | record_spc_4937,,,,,,Pencil drawn town sketches,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm002107,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:333,Image,,collections:acwiley,0012_000458_000054 | cw010755 | acwiley:333 | record_spc_4843,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:379,Image,,collections:acwiley,0012_000458_000100 | cw0113102 | acwiley:379 | record_spc_4901,,,,,,Pencil drawn nature study of dog,,"Canine figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85005283 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:386,Image,,collections:acwiley,0012_000458_000107 | cw0114109 | acwiley:386 | record_spc_4908,,,,,,Pencil drawn nature study of trees and plants,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
